"District","District Name","Founded Incidents","Age","Color","Race","Creed","National Origin","Ancestry","Marital Status","Sex","Religion","Gender Identity","Physical Attributes","Physical/Mental Abilities","Political Belief","Political Party Preference","Socioeconomic Status","Sexual Orientation","Familial Status","Other","Year","County","Enrollment"
5607,"Rock Valley","16","0","0","1","0","0","0","0","2","0","0","1","10","0","0","2","0","1","5",2013,"Sioux",795
5625,"Rockwell City-Lytton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,NA,NA
5643,"Roland-Story","27","2","0","1","0","0","0","0","3","1","1","15","2","0","0","1","2","0","20",2013,"Story",1065
5697,"Rudd-Rockford-Marble Rk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Floyd",457
5724,"Ruthven-Ayrshire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Palo Alto",190
5805,"Saydel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Polk",1277
5823,"Schaller-Crestland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Sac",312
5832,"Schleswig","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Crawford",187
5868,"Sentral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
5877,"Sergeant Bluff-Luton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Woodbury",1620
5895,"Seymour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wayne",271
5949,"Sheldon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"O'Brien",1054
5976,"Shenandoah","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Page",1024
5994,"Sibley-Ocheyedan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Osceola",767
6003,"Sidney","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Fremont",391
6012,"Sigourney","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Keokuk",528
6030,"Sioux Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sioux",1214
6035,"Sioux Central","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Buena Vista",615
6039,"Sioux City","14","0","0","1","0","0","0","0","1","0","1","5","1","0","0","1","0","0","17",2013,"Woodbury",14129
6093,"Solon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Johnson",1426
6095,"South Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hamilton",713
6099,"South O'Brien","13","1","0","0","0","0","0","0","3","0","0","3","3","0","0","0","3","0","6",2013,"O'Brien",591
6097,"South Page","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Page",112
6098,"South Tama County","12","1","0","3","0","2","0","0","2","0","2","6","4","0","0","0","0","1","2",2013,"Tama",1434
6100,"South Winneshiek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Winneshiek",494
6101,"Southeast Polk","20","0","1","4","0","0","1","0","10","1","3","16","3","0","0","1","6","3","4",2013,"Polk",6741
6094,"Southeast Warren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Warren",489
6096,"Southeast Webster Grand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Webster",502
6091,"Southern Cal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Calhoun",861
6102,"Spencer","15","1","0","1","0","0","0","0","3","0","2","9","3","0","0","1","0","0","11",2013,"Clay",1934
6120,"Spirit Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dickinson",1246
6138,"Springville","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",352
5751,"St Ansgar","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Mitchell",606
6165,"Stanton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Montgomery",239
6175,"Starmont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fayette",581
6219,"Storm Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Buena Vista",2365
6246,"Stratford","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Hamilton",78
6273,"Sumner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Bremer",826
6408,"Tipton","21","2","2","1","0","0","0","0","4","0","1","7","1","0","0","0","0","0","7",2013,"Cedar",915
6417,"Titonka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,NA,NA
6453,"Treynor","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",811
6460,"Tri-Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",654
6462,"Tri-County","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Keokuk",246
6471,"Tripoli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Bremer",422
6509,"Turkey Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Winneshiek",345
6512,"Twin Cedars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marion",339
6516,"Twin Rivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Humboldt",47
6534,"Underwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",762
6536,"Union","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Black Hawk",1121
6561,"United","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Boone",243
6579,"Urbandale","46","0","2","2","0","0","0","0","5","0","3","15","7","0","0","1","4","1","50",2013,"Polk",3949
6591,"Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fayette",354
6592,"Van Buren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Van Buren",575
6615,"Van Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dallas",728
6633,"Ventura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
6651,"Villisca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Montgomery",275
6660,"Vinton-Shellsburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Benton",1495
6700,"Waco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Henry",426
6750,"Walnut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",72
6759,"Wapello",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Louisa",617
6762,"Wapsie Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Bremer",711
6768,"Washington","12","0","1","0","0","0","0","0","4","0","0","12","4","0","0","0","2","2","10",2013,"Washington",1593
6795,"Waterloo","113","4","3","7","0","2","4","0","21","0","0","70","13","0","0","13","8","3","22",2013,"Black Hawk",10490
6822,"Waukee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dallas",9167
6840,"Waverly-Shell Rock","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Bremer",2178
6854,"Wayne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wayne",548
6867,"Webster City","12","0","0","2","0","0","0","0","3","0","0","4","0","0","0","0","4","0","10",2013,"Hamilton",1641
6921,"West Bend-Mallard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Palo Alto",335
6930,"West Branch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cedar",776
6937,"West Burlington","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Des Moines",920
6943,"West Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Fayette",270
6264,"West Central Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Guthrie",805
6950,"West Delaware County","42","0","0","1","0","1","0","0","2","0","1","23","18","0","0","6","0","3","8",2013,"Delaware",1448
6957,"West Des Moines","168","5","8","14","0","3","0","0","27","3","8","48","19","0","0","1","6","0","106",2013,"Polk",8804
5922,"West Fork","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cerro Gordo",650
819,"West Hancock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hancock",596
6969,"West Harrison","21","3","0","0","0","0","0","0","4","0","2","12","9","0","0","0","2","1","19",2013,"Harrison",297
6975,"West Liberty","11","0","0","0","0","0","0","0","3","0","3","11","4","0","0","0","0","0","1",2013,"Muscatine",1219
6983,"West Lyon","10","0","0","0","0","0","0","0","1","0","1","4","1","0","0","0","1","0","2",2013,"Lyon",890
6985,"West Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Marshall",959
6987,"West Monona","21","1","1","3","0","2","2","0","0","0","0","14","8","0","0","1","0","3","16",2013,"Monona",649
6990,"West Sioux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sioux",768
6961,"Western Dubuque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Dubuque",3178
6992,"Westwood","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Woodbury",537
7002,"Whiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Monona",203
7029,"Williamsburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Iowa",1163
7038,"Wilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Muscatine",833
7047,"Winfield-Mt Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Henry",430
7056,"Winterset","26","0","3","2","0","0","0","0","11","0","0","6","4","0","0","0","0","3","6",2013,"Madison",1706
7083,"Woden-Crystal Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
7092,"Woodbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Harrison",446
7098,"Woodbury Central","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Woodbury",589
7110,"Woodward-Granger","12","0","0","0","0","2","1","0","2","0","0","3","0","0","0","1","0","0","14",2013,"Dallas",1085
