"District","District Name","Founded Incidents","Age","Color","Race","Creed","National Origin","Ancestry","Marital Status","Sex","Religion","Gender Identity","Physical Attributes","Physical/Mental Abilities","Political Belief","Political Party Preference","Socioeconomic Status","Sexual Orientation","Familial Status","Other","Year","County","Enrollment"
4785,"North Tama County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Tama",453
4787,"North Winneshiek","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Winneshiek",115
4773,"Northeast","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Clinton",848
4775,"Northeast Hamilton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Hamilton",91
4788,"Northwood-Kensett","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Worth",521
4797,"Norwalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Warren",2703
4860,"Odebolt-Arthur","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sac",390
4869,"Oelwein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Fayette",1222
4878,"Ogden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Boone",714
4890,"Okoboji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dickinson",939
4905,"Olin Consolidated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Jones",81
4978,"Orient-Macksburg","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Adair",156
4995,"Osage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Mitchell",950
5013,"Oskaloosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Mahaska",2276
5049,"Ottumwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Wapello",4343
5121,"Panorama","10","2","0","0","0","0","0","0","2","0","0","2","3","0","0","1","1","0","7",2014,"Guthrie",709
5139,"Paton-Churdan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Greene",199
5160,"PCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Jasper",1080
5163,"Pekin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Keokuk",667
5166,"Pella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Marion",2216
5184,"Perry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dallas",1694
5250,"Pleasant Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Scott",4441
5256,"Pleasantville","0","0","4","0","0","0","0","0","1","1","1","6","5","0","0","0","3","0","10",2014,"Marion",698
5283,"Pocahontas Area","0","0","1","1","0","1","1","0","0","0","1","3","4","0","0","2","0","0","2",2014,"Pocahontas",673
5310,"Postville","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Allamakee",659
5325,"Prairie Valley","0","0","0","1","0","1","0","0","0","0","0","3","1","0","0","1","0","0","9",2014,"Webster",550
5328,"Prescott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA
5463,"Red Oak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Montgomery",1090
5486,"Remsen-Union","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Plymouth",336
5508,"Riceville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Howard",320
1975,"River Valley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Woodbury",415
5510,"Riverside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Pottawattamie",602
5607,"Rock Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sioux",795
5625,"Rockwell City-Lytton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,NA,NA
5643,"Roland-Story",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Story",1065
5697,"Rudd-Rockford-Marble Rk","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Floyd",457
5724,"Ruthven-Ayrshire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Palo Alto",190
5805,"Saydel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Polk",1277
5823,"Schaller-Crestland","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sac",312
5832,"Schleswig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Crawford",187
5868,"Sentral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA
5877,"Sergeant Bluff-Luton","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Woodbury",1620
5895,"Seymour","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Wayne",271
5949,"Sheldon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"O'Brien",1054
5976,"Shenandoah","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Page",1024
5994,"Sibley-Ocheyedan","0","1","0","2","0","0","0","0","0","1","4","1","1","0","0","0","3","0","6",2014,"Osceola",767
6003,"Sidney","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Fremont",391
6012,"Sigourney","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Keokuk",528
6030,"Sioux Center","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sioux",1214
6035,"Sioux Central","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Buena Vista",615
6039,"Sioux City","0","0","0","1","0","1","0","0","9","0","0","9","2","0","0","0","0","0","15",2014,"Woodbury",14129
6093,"Solon","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Johnson",1426
6095,"South Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hamilton",713
6099,"South O'Brien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"O'Brien",591
6097,"South Page","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Page",112
6098,"South Tama County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Tama",1434
6100,"South Winneshiek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Winneshiek",494
6101,"Southeast Polk","22","0","3","6","0","3","0","0","4","3","1","18","4","0","0","2","1","1","23",2014,"Polk",6741
6094,"Southeast Warren","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Warren",489
6096,"Southeast Webster Grand","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Webster",502
6091,"Southern Cal","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Calhoun",861
6102,"Spencer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Clay",1934
6120,"Spirit Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dickinson",1246
6138,"Springville","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Linn",352
5751,"St Ansgar","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Mitchell",606
6165,"Stanton","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Montgomery",239
6175,"Starmont","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Fayette",581
6219,"Storm Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Buena Vista",2365
6246,"Stratford","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hamilton",78
6273,"Sumner","0","0","0","0","0","0","0","0","1","0","0","3","4","0","0","0","0","0","15",2014,"Bremer",826
6408,"Tipton","0","0","0","0","0","0","0","0","1","0","0","4","2","0","0","2","2","1","3",2014,"Cedar",915
6417,"Titonka Consolidated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA
6453,"Treynor","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Pottawattamie",811
6460,"Tri-Center","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Pottawattamie",654
6462,"Tri-County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Keokuk",246
6471,"Tripoli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Bremer",422
6509,"Turkey Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Winneshiek",345
6512,"Twin Cedars","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Marion",339
6516,"Twin Rivers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Humboldt",47
6534,"Underwood","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Pottawattamie",762
6536,"Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Black Hawk",1121
6561,"United","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Boone",243
6579,"Urbandale","22","0","0","0","0","0","0","0","2","2","0","7","4","0","0","0","2","0","37",2014,"Polk",3949
6591,"Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Fayette",354
6592,"Van Buren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Van Buren",575
6615,"Van Meter","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dallas",728
6633,"Ventura","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,NA,NA
6651,"Villisca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Montgomery",275
6660,"Vinton-Shellsburg","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Benton",1495
6700,"Waco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Henry",426
6750,"Walnut","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Pottawattamie",72
6759,"Wapello","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Louisa",617
6762,"Wapsie Valley","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Bremer",711
6768,"Washington","0","0","0","2","0","0","1","0","11","0","1","6","0","0","0","0","4","0","5",2014,"Washington",1593
6795,"Waterloo","37","8","4","8","0","1","2","0","19","1","0","80","37","0","0","12","8","15","39",2014,"Black Hawk",10490
6822,"Waukee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dallas",9167
6840,"Waverly-Shell Rock","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Bremer",2178
6854,"Wayne","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Wayne",548
6867,"Webster City","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Hamilton",1641
6921,"West Bend-Mallard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Palo Alto",335
6930,"West Branch","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Cedar",776
6937,"West Burlington Ind","0","0","0","2","0","0","0","0","2","0","1","5","4","0","0","0","2","0","2",2014,"Des Moines",920
6943,"West Central","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Fayette",270
6264,"West Central Valley","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2014,"Guthrie",805
6950,"West Delaware County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Delaware",1448
6957,"West Des Moines","22","1","3","7","0","0","0","0","13","1","1","26","10","0","0","2","5","1","41",2014,"Polk",8804
5922,"West Fork CSD","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Cerro Gordo",650
819,"West Hancock","0","0","0","0","0","0","0","0","1","0","0","4","1","0","0","0","0","1","9",2014,"Hancock",596
6969,"West Harrison","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","2","0","5",2014,"Harrison",297
6975,"West Liberty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Muscatine",1219
6983,"West Lyon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Lyon",890
6985,"West Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Marshall",959
6987,"West Monona","0","0","0","0","0","0","0","0","0","0","0","4","6","0","0","0","2","1","2",2014,"Monona",649
6990,"West Sioux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sioux",768
6961,"Western Dubuque","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dubuque",3178
6992,"Westwood","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Woodbury",537
7002,"Whiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Monona",203
7029,"Williamsburg","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Iowa",1163
7038,"Wilton","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Muscatine",833
7047,"Winfield-Mt Union","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","1","2","5",2014,"Henry",430
7056,"Winterset","10","0","0","1","0","0","0","0","1","0","1","5","0","0","0","2","2","3","3",2014,"Madison",1706
7092,"Woodbine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Harrison",446
7098,"Woodbury Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Woodbury",589
7110,"Woodward-Granger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Dallas",1085
18,"Adair-Casey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Guthrie",273
27,"Adel DeSoto Minburn","14","2","0","0","0","0","0","0","7","0","0","7","3","0","0","0","0","1","14",2013,"Dallas",1679
9,"AGWSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hardin",553
441,"A-H-S-T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pottawattamie",626
63,"Akron Westfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Plymouth",574
72,"Albert City-Truesdale","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Buena Vista",86
81,"Albia","10","2","0","0","0","0","0","0","1","0","0","3","3","0","0","0","0","0","7",2013,"Monroe",1169
99,"Alburnett","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Linn",603
108,"Alden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Hardin",226
126,"Algona","16","0","1","1","0","0","0","0","2","0","0","6","3","0","0","1","3","0","29",2013,"Kossuth",1406
135,"Allamakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Allamakee",1131
171,"Alta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Buena Vista",518
225,"Ames","19","0","1","3","0","1","0","0","3","0","0","11","1","0","0","1","0","0","11",2013,"Story",4236
234,"Anamosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jones",1217
243,"Andrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jackson",147
261,"Ankeny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Polk",10605
279,"Aplington-Parkersburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Butler",849
333,"Armstrong-Ringsted","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Emmet",358
355,"Ar-We-Va","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Crawford",220
387,"Atlantic","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cass",1461
414,"Audubon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Audubon",525
423,"Aurelia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Cherokee",256
472,"Ballard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Story",1674
504,"Battle Creek-Ida Grove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Ida",565
513,"Baxter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jasper",432
540,"BCLUW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Grundy",602
549,"Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Taylor",459
576,"Belle Plaine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Benton",526
585,"Bellevue","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Jackson",618
594,"Belmond-Klemme","12","0","0","0","0","0","0","0","1","0","0","5","7","0","0","2","1","0","1",2013,"Wright",717
603,"Bennett","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Cedar",70
609,"Benton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Benton",1420
621,"Bettendorf","101","7","2","19","4","0","0","0","39","0","0","74","70","1","0","2","26","4","90",2013,"Scott",4544
720,"Bondurant-Farrar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Polk",1888
729,"Boone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Boone",1931
747,"Boyden-Hull","10","0","1","1","0","0","0","0","0","0","0","7","3","0","0","0","1","0","1",2013,"Sioux",624
1917,"Boyer Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Harrison",447
846,"Brooklyn-Guernsey-Malcom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Poweshiek",544
882,"Burlington","42","0","1","2","0","0","0","0","7","0","1","17","6","0","0","1","3","2","17",2013,"Des Moines",3861
916,"CAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Franklin",233
918,"Calamus-Wheatland","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Clinton",517
914,"CAM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2013,"Cass",881
936,"Camanche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Clinton",1042
977,"Cardinal","17","1","0","0","0","0","1","0","4","0","1","12","7","0","0","2","1","2","12",2013,"Wapello",656
981,"Carlisle","24","2","0","1","0","0","0","0","2","0","1","10","4","0","0","0","9","4","13",2013,"Warren",2011
999,"Carroll","46","1","2","0","0","0","0","0","8","0","0","38","5","0","0","0","3","2","15",2013,"Carroll",1677
1044,"Cedar Falls","22","0","2","4","0","2","2","0","6","1","0","14","2","0","0","2","2","0","38",2013,"Black Hawk",5270
1053,"Cedar Rapids","50","1","3","4","0","0","0","0","9","1","6","42","23","0","0","8","2","0","33",2013,"Linn",15969
1062,"Center Point-Urbana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",1496
1071,"Centerville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Appanoose",1317
1080,"Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Clayton",451
1089,"Central City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Linn",436
1082,"Central Clinton","19","0","1","1","0","0","0","0","9","0","0","0","3","0","0","0","0","0","17",2013,"Clinton",1468
1093,"Central Decatur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Decatur",697
1079,"Central Lee","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Lee",1064
1095,"Central Lyon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Lyon",740
4772,"Central Springs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Worth",737
1107,"Chariton","21","0","0","0","0","0","2","0","1","0","1","14","1","0","0","1","3","0","22",2013,"Lucas",1275
1116,"Charles City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Floyd",1508
1134,"Charter Oak-Ute","10","2","0","0","0","0","0","0","1","0","0","8","0","0","0","0","0","0","1",2013,"Crawford",265
1152,"Cherokee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cherokee",1006
1197,"Clarinda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Page",1203
1206,"Clarion-Goldfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wright",923
1211,"Clarke","10","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","10",2013,"Clarke",1350
1215,"Clarksville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Butler",310
1218,"Clay Central-Everly","19","0","0","0","0","0","0","0","6","0","0","8","1","1","0","0","3","1","7",2013,"Clay",279
